x,x,z,p,p
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51548,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51548,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51671,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51671,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51841,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_51841,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_52049,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_52049,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54628,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54628,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54754,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54754,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54878,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_54878,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_55451,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_55451,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_58964,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_58964,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_59138,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_59138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_60612,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_60612,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_60778,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_60778,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_68975,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_68975,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_71527,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_71527,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_72665,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_72665,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_72957,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_72957,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_92149,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_92149,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_92407,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_92407,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_95259,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_95259,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_105157,http://linkedbuildingdata.net/ifc/resources20200811_130356/IfcWall_105157,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall,http://standards.buildingsmart.org/IFC/DEV/IFC2x3/TC1/OWL#IfcWall
,,,,
